timestamp,body_temperature_C,pulse_bpm,motion_level_0_1,pad1_pwm_0_100,pad2_pwm_0_100
2026-02-17 05:33:16.516921,36.625,82,0.684,27,17
2026-02-17 05:33:21.516921,36.608,72,0.221,13,30
2026-02-17 05:33:26.516921,36.639,73,0.184,37,35
2026-02-17 05:33:31.516921,36.611,70,0.0,24,15
2026-02-17 05:33:36.516921,36.612,81,0.703,21,22
2026-02-17 05:33:41.516921,36.615,74,0.194,19,25
2026-02-17 05:33:46.516921,36.587,77,0.425,20,24
2026-02-17 05:33:51.516921,36.596,71,0.132,22,36
2026-02-17 05:33:56.516921,36.568,73,0.243,20,35
2026-02-17 05:34:01.516921,36.577,69,0.215,39,19
2026-02-17 05:34:06.516921,36.582,70,0.225,26,19
2026-02-17 05:34:11.516921,36.586,73,0.31,35,37
2026-02-17 05:34:16.516921,36.6,75,0.356,36,16
2026-02-17 05:34:21.516921,36.58,71,0.157,18,33
2026-02-17 05:34:26.516921,36.563,74,0.132,26,28
2026-02-17 05:34:31.516921,36.553,71,0.09,16,32
2026-02-17 05:34:36.516921,36.501,72,0.208,11,26
2026-02-17 05:34:41.516921,36.53,75,0.197,23,38
2026-02-17 05:34:46.516921,36.54,74,0.154,14,27
2026-02-17 05:34:51.516921,36.524,73,0.046,37,22
2026-02-17 05:34:56.516921,36.506,70,0.082,29,33
2026-02-17 05:35:01.516921,36.498,73,0.11,31,20
2026-02-17 05:35:06.516921,36.524,75,0.149,55,55
2026-02-17 05:35:11.516921,36.494,64,0.003,10,37
2026-02-17 05:35:16.516921,36.549,76,0.359,66,51
2026-02-17 05:35:21.516921,36.525,72,0.249,16,13
2026-02-17 05:35:26.516921,36.532,72,0.264,31,33
2026-02-17 05:35:31.516921,36.519,70,0.109,25,16
2026-02-17 05:35:36.516921,36.496,72,0.181,31,15
2026-02-17 05:35:41.516921,36.532,73,0.257,72,42
2026-02-17 05:35:46.516921,36.498,72,0.209,34,10
2026-02-17 05:35:51.516921,36.532,70,0.109,69,60
2026-02-17 05:35:56.516921,36.549,73,0.275,18,35
2026-02-17 05:36:01.516921,36.538,77,0.197,32,12
2026-02-17 05:36:06.516921,36.524,78,0.273,35,21
2026-02-17 05:36:11.516921,36.488,71,0.171,29,26
2026-02-17 05:36:16.516921,36.525,71,0.101,60,61
2026-02-17 05:36:21.516921,36.514,68,0.162,12,37
2026-02-17 05:36:26.516921,36.476,74,0.328,17,12
2026-02-17 05:36:31.516921,36.485,65,0.0,61,51
2026-02-17 05:36:36.516921,36.497,77,0.198,68,42
2026-02-17 05:36:41.516921,36.527,72,0.168,77,52
2026-02-17 05:36:46.516921,36.516,70,0.087,27,22
2026-02-17 05:36:51.516921,36.519,75,0.203,19,37
2026-02-17 05:36:56.516921,36.493,72,0.265,33,28
2026-02-17 05:37:01.516921,36.508,74,0.307,53,59
2026-02-17 05:37:06.516921,36.497,72,0.153,18,20
2026-02-17 05:37:11.516921,36.524,74,0.126,56,52
2026-02-17 05:37:16.516921,36.482,74,0.313,19,30
2026-02-17 05:37:21.516921,36.499,74,0.34,51,55
2026-02-17 05:37:26.516921,36.499,77,0.349,52,60
2026-02-17 05:37:31.516921,36.519,70,0.156,65,59
2026-02-17 05:37:36.516921,36.518,77,0.332,20,14
2026-02-17 05:37:41.516921,36.493,76,0.256,17,35
2026-02-17 05:37:46.516921,36.496,69,0.237,64,68
2026-02-17 05:37:51.516921,36.505,76,0.302,69,40
2026-02-17 05:37:56.516921,36.486,69,0.188,22,24
2026-02-17 05:38:01.516921,36.504,74,0.177,62,62
2026-02-17 05:38:06.516921,36.485,74,0.298,12,19
2026-02-17 05:38:11.516921,36.47,79,0.673,59,47
2026-02-17 05:38:16.516921,36.518,72,0.224,75,52
2026-02-17 05:38:21.516921,36.498,70,0.152,16,29
2026-02-17 05:38:26.516921,36.532,73,0.192,61,41
2026-02-17 05:38:31.516921,36.541,75,0.214,31,33
2026-02-17 05:38:36.516921,36.559,67,0.104,28,29
2026-02-17 05:38:41.516921,36.59,75,0.262,13,26
2026-02-17 05:38:46.516921,36.558,69,0.0,34,27
2026-02-17 05:38:51.516921,36.558,74,0.136,35,36
2026-02-17 05:38:56.516921,36.555,68,0.003,33,29
2026-02-17 05:39:01.516921,36.521,75,0.24,25,26
2026-02-17 05:39:06.516921,36.518,76,0.215,36,32
2026-02-17 05:39:11.516921,36.514,73,0.162,19,21
2026-02-17 05:39:16.516921,36.515,73,0.156,22,34
2026-02-17 05:39:21.516921,36.51,74,0.163,33,14
2026-02-17 05:39:26.516921,36.509,66,0.083,18,39
2026-02-17 05:39:31.516921,36.505,76,0.123,14,36
2026-02-17 05:39:36.516921,36.493,72,0.114,12,32
2026-02-17 05:39:41.516921,36.522,72,0.301,57,45
2026-02-17 05:39:46.516921,36.522,79,0.29,28,34
2026-02-17 05:39:51.516921,36.498,74,0.227,12,18
2026-02-17 05:39:56.516921,36.548,71,0.163,56,40
2026-02-17 05:40:01.516921,36.506,73,0.054,23,20
2026-02-17 05:40:06.516921,36.496,72,0.309,34,11
2026-02-17 05:40:11.516921,36.53,75,0.219,60,44
2026-02-17 05:40:16.516921,36.555,71,0.254,33,35
2026-02-17 05:40:21.516921,36.557,73,0.17,12,14
2026-02-17 05:40:26.516921,36.548,73,0.366,12,35
2026-02-17 05:40:31.516921,36.557,72,0.076,38,32
2026-02-17 05:40:36.516921,36.571,73,0.273,13,24
2026-02-17 05:40:41.516921,36.557,70,0.109,36,32
2026-02-17 05:40:46.516921,36.561,75,0.351,10,36
2026-02-17 05:40:51.516921,36.53,71,0.159,16,29
2026-02-17 05:40:56.516921,36.507,74,0.188,20,37
2026-02-17 05:41:01.516921,36.508,75,0.202,15,36
2026-02-17 05:41:06.516921,36.549,69,0.016,35,18
2026-02-17 05:41:11.516921,36.543,72,0.176,27,19
2026-02-17 05:41:16.516921,36.515,73,0.178,29,12
2026-02-17 05:41:21.516921,36.502,80,0.554,22,34
2026-02-17 05:41:26.516921,36.465,77,0.182,12,14
2026-02-17 05:41:31.516921,36.51,71,0.024,55,65
2026-02-17 05:41:36.516921,36.517,73,0.188,23,14
2026-02-17 05:41:41.516921,36.529,72,0.383,21,34
2026-02-17 05:41:46.516921,36.517,74,0.277,27,16
2026-02-17 05:41:51.516921,36.5,69,0.067,24,28
2026-02-17 05:41:56.516921,36.497,71,0.153,75,64
2026-02-17 05:42:01.516921,36.549,70,0.147,64,60
2026-02-17 05:42:06.516921,36.526,72,0.279,10,27
2026-02-17 05:42:11.516921,36.521,71,0.151,38,35
2026-02-17 05:42:16.516921,36.516,74,0.252,24,15
2026-02-17 05:42:21.516921,36.453,72,0.317,13,34
2026-02-17 05:42:26.516921,36.489,75,0.26,52,53
2026-02-17 05:42:31.516921,36.511,71,0.112,74,63
2026-02-17 05:42:36.516921,36.501,77,0.297,24,39
2026-02-17 05:42:41.516921,36.505,68,0.193,22,22
2026-02-17 05:42:46.516921,36.488,66,0.159,30,23
2026-02-17 05:42:51.516921,36.503,74,0.155,64,42
2026-02-17 05:42:56.516921,36.524,76,0.626,17,38
2026-02-17 05:43:01.516921,36.498,70,0.226,28,28
2026-02-17 05:43:06.516921,36.554,86,0.771,73,51
2026-02-17 05:43:11.516921,36.548,74,0.163,27,10
2026-02-17 05:43:16.516921,36.572,76,0.268,39,19
2026-02-17 05:43:21.516921,36.542,71,0.087,17,24
2026-02-17 05:43:26.516921,36.522,71,0.311,26,25
2026-02-17 05:43:31.516921,36.536,76,0.336,25,39
2026-02-17 05:43:36.516921,36.523,73,0.19,20,32
2026-02-17 05:43:41.516921,36.546,70,0.016,28,32
2026-02-17 05:43:46.516921,36.527,68,0.078,22,28
2026-02-17 05:43:51.516921,36.497,74,0.203,14,28
2026-02-17 05:43:56.516921,36.527,74,0.149,68,44
2026-02-17 05:44:01.516921,36.53,73,0.228,34,28
2026-02-17 05:44:06.516921,36.546,71,0.163,17,29
2026-02-17 05:44:11.516921,36.506,74,0.181,34,11
2026-02-17 05:44:16.516921,36.488,66,0.206,29,18
2026-02-17 05:44:21.516921,36.486,77,0.676,65,53
2026-02-17 05:44:26.516921,36.521,72,0.096,78,60
2026-02-17 05:44:31.516921,36.535,80,0.469,23,16
2026-02-17 05:44:36.516921,36.516,77,0.34,17,32
2026-02-17 05:44:41.516921,36.539,73,0.159,36,19
2026-02-17 05:44:46.516921,36.548,72,0.192,37,34
2026-02-17 05:44:51.516921,36.551,75,0.312,14,28
2026-02-17 05:44:56.516921,36.568,74,0.244,29,37
2026-02-17 05:45:01.516921,36.566,70,0.064,24,21
2026-02-17 05:45:06.516921,36.569,73,0.114,37,33
2026-02-17 05:45:11.516921,36.555,72,0.128,17,17
2026-02-17 05:45:16.516921,36.505,70,0.02,12,13
2026-02-17 05:45:21.516921,36.487,79,0.301,18,16
2026-02-17 05:45:26.516921,36.528,72,0.049,78,53
2026-02-17 05:45:31.516921,36.56,73,0.102,18,34
2026-02-17 05:45:36.516921,36.593,73,0.32,38,12
2026-02-17 05:45:41.516921,36.596,74,0.2,32,27
2026-02-17 05:45:46.516921,36.602,75,0.307,27,37
2026-02-17 05:45:51.516921,36.645,75,0.247,24,37
2026-02-17 05:45:56.516921,36.668,73,0.27,29,25
2026-02-17 05:46:01.516921,36.65,71,0.182,29,33
2026-02-17 05:46:06.516921,36.652,73,0.291,26,35
2026-02-17 05:46:11.516921,36.638,77,0.282,10,35
2026-02-17 05:46:16.516921,36.646,76,0.228,39,24
2026-02-17 05:46:21.516921,36.602,73,0.195,27,10
2026-02-17 05:46:26.516921,36.588,71,0.149,29,31
2026-02-17 05:46:31.516921,36.621,71,0.154,38,15
2026-02-17 05:46:36.516921,36.632,72,0.1,15,33
2026-02-17 05:46:41.516921,36.621,72,0.086,37,12
2026-02-17 05:46:46.516921,36.622,70,0.115,36,20
2026-02-17 05:46:51.516921,36.629,71,0.268,16,14
2026-02-17 05:46:56.516921,36.622,76,0.285,19,27
2026-02-17 05:47:01.516921,36.615,80,0.393,22,24
2026-02-17 05:47:06.516921,36.598,71,0.185,18,16
2026-02-17 05:47:11.516921,36.608,73,0.192,28,34
2026-02-17 05:47:16.516921,36.593,75,0.283,18,39
2026-02-17 05:47:21.516921,36.584,73,0.229,25,17
2026-02-17 05:47:26.516921,36.548,70,0.136,24,11
2026-02-17 05:47:31.516921,36.488,74,0.119,15,10
2026-02-17 05:47:36.516921,36.496,71,0.262,78,40
2026-02-17 05:47:41.516921,36.51,72,0.097,58,42
2026-02-17 05:47:46.516921,36.563,71,0.132,28,19
2026-02-17 05:47:51.516921,36.554,74,0.267,14,36
2026-02-17 05:47:56.516921,36.543,75,0.348,22,19
2026-02-17 05:48:01.516921,36.527,70,0.113,13,10
2026-02-17 05:48:06.516921,36.529,72,0.354,31,13
2026-02-17 05:48:11.516921,36.527,72,0.153,24,37
2026-02-17 05:48:16.516921,36.533,73,0.227,24,17
2026-02-17 05:48:21.516921,36.544,74,0.272,34,33
2026-02-17 05:48:26.516921,36.526,69,0.062,26,17
2026-02-17 05:48:31.516921,36.536,73,0.215,31,35
2026-02-17 05:48:36.516921,36.554,73,0.188,17,34
2026-02-17 05:48:41.516921,36.527,70,0.033,22,10
2026-02-17 05:48:46.516921,36.54,74,0.143,31,38
2026-02-17 05:48:51.516921,36.522,74,0.446,33,36
2026-02-17 05:48:56.516921,36.52,71,0.056,11,32
2026-02-17 05:49:01.516921,36.497,72,0.239,11,23
2026-02-17 05:49:06.516921,36.505,74,0.243,60,64
2026-02-17 05:49:11.516921,36.524,76,0.229,18,21
2026-02-17 05:49:16.516921,36.522,69,0.032,23,36
2026-02-17 05:49:21.516921,36.488,73,0.174,13,32
2026-02-17 05:49:26.516921,36.522,78,0.47,65,47
2026-02-17 05:49:31.516921,36.539,72,0.15,20,11
2026-02-17 05:49:36.516921,36.523,74,0.226,15,23
2026-02-17 05:49:41.516921,36.492,80,0.239,30,19
2026-02-17 05:49:46.516921,36.523,74,0.087,77,46
2026-02-17 05:49:51.516921,36.505,66,0.053,12,10
2026-02-17 05:49:56.516921,36.514,69,0.075,31,11
2026-02-17 05:50:01.516921,36.481,72,0.135,30,14
2026-02-17 05:50:06.516921,36.506,72,0.356,55,62
2026-02-17 05:50:11.516921,36.522,75,0.0,22,20
2026-02-17 05:50:16.516921,36.516,72,0.177,36,29
2026-02-17 05:50:21.516921,36.474,74,0.206,26,20
2026-02-17 05:50:26.516921,36.517,72,0.171,50,68
2026-02-17 05:50:31.516921,36.529,72,0.183,24,34
2026-02-17 05:50:36.516921,36.51,75,0.291,28,16
2026-02-17 05:50:41.516921,36.463,71,0.249,22,14
2026-02-17 05:50:46.516921,36.517,80,0.33,71,57
2026-02-17 05:50:51.516921,36.487,77,0.358,12,16
2026-02-17 05:50:56.516921,36.481,71,0.17,52,42
2026-02-17 05:51:01.516921,36.558,83,0.702,66,66
2026-02-17 05:51:06.516921,36.539,71,0.119,25,22
2026-02-17 05:51:11.516921,36.552,71,0.047,32,36
2026-02-17 05:51:16.516921,36.502,79,0.177,29,15
2026-02-17 05:51:21.516921,36.484,73,0.199,19,31
2026-02-17 05:51:26.516921,36.505,82,0.803,60,56
2026-02-17 05:51:31.516921,36.477,72,0.318,39,16
2026-02-17 05:51:36.516921,36.511,69,0.067,64,51
2026-02-17 05:51:41.516921,36.498,70,0.1,37,26
2026-02-17 05:51:46.516921,36.52,78,0.348,55,63
2026-02-17 05:51:51.516921,36.463,77,0.373,15,12
2026-02-17 05:51:56.516921,36.501,71,0.054,74,66
2026-02-17 05:52:01.516921,36.479,79,0.642,32,32
2026-02-17 05:52:06.516921,36.487,73,0.387,54,69
2026-02-17 05:52:11.516921,36.507,73,0.135,74,51
2026-02-17 05:52:16.516921,36.497,73,0.131,36,21
2026-02-17 05:52:21.516921,36.551,78,0.666,61,58
2026-02-17 05:52:26.516921,36.53,76,0.21,20,16
2026-02-17 05:52:31.516921,36.521,73,0.279,36,21
2026-02-17 05:52:36.516921,36.53,73,0.221,32,32
2026-02-17 05:52:41.516921,36.535,80,0.547,13,34
2026-02-17 05:52:46.516921,36.557,74,0.095,16,11
2026-02-17 05:52:51.516921,36.547,75,0.234,38,29
2026-02-17 05:52:56.516921,36.542,76,0.222,21,17
2026-02-17 05:53:01.516921,36.55,75,0.197,34,29
2026-02-17 05:53:06.516921,36.575,74,0.404,36,37
2026-02-17 05:53:11.516921,36.576,71,0.183,14,35
2026-02-17 05:53:16.516921,36.584,78,0.424,36,23
2026-02-17 05:53:21.516921,36.612,73,0.284,13,36
2026-02-17 05:53:26.516921,36.607,72,0.202,37,13
2026-02-17 05:53:31.516921,36.612,73,0.23,32,34
2026-02-17 05:53:36.516921,36.588,73,0.221,24,16
2026-02-17 05:53:41.516921,36.576,75,0.277,10,32
2026-02-17 05:53:46.516921,36.582,72,0.407,21,33
2026-02-17 05:53:51.516921,36.558,68,0.11,28,23
2026-02-17 05:53:56.516921,36.56,73,0.183,36,13
2026-02-17 05:54:01.516921,36.547,74,0.162,20,13
2026-02-17 05:54:06.516921,36.568,68,0.17,35,12
2026-02-17 05:54:11.516921,36.589,76,0.35,19,23
2026-02-17 05:54:16.516921,36.607,75,0.297,35,17
2026-02-17 05:54:21.516921,36.572,74,0.131,36,14
2026-02-17 05:54:26.516921,36.563,69,0.0,21,34
2026-02-17 05:54:31.516921,36.548,74,0.402,29,23
2026-02-17 05:54:36.516921,36.577,70,0.14,32,23
2026-02-17 05:54:41.516921,36.558,74,0.191,16,30
2026-02-17 05:54:46.516921,36.561,74,0.207,30,33
2026-02-17 05:54:51.516921,36.521,78,0.118,21,10
2026-02-17 05:54:56.516921,36.473,74,0.106,28,11
2026-02-17 05:55:01.516921,36.518,71,0.168,52,58
2026-02-17 05:55:06.516921,36.56,68,0.103,20,21
2026-02-17 05:55:11.516921,36.534,72,0.23,28,37
2026-02-17 05:55:16.516921,36.549,75,0.191,31,17
2026-02-17 05:55:21.516921,36.546,71,0.23,16,15
2026-02-17 05:55:26.516921,36.524,69,0.13,13,19
2026-02-17 05:55:31.516921,36.518,75,0.231,20,31
2026-02-17 05:55:36.516921,36.495,78,0.294,11,39
2026-02-17 05:55:41.516921,36.498,75,0.383,77,46
2026-02-17 05:55:46.516921,36.533,78,0.43,53,43
2026-02-17 05:55:51.516921,36.547,69,0.094,12,26
2026-02-17 05:55:56.516921,36.56,74,0.314,14,23
2026-02-17 05:56:01.516921,36.558,73,0.293,32,32
2026-02-17 05:56:06.516921,36.557,70,0.139,31,25
2026-02-17 05:56:11.516921,36.571,73,0.25,32,11
2026-02-17 05:56:16.516921,36.6,75,0.143,24,36
2026-02-17 05:56:21.516921,36.62,76,0.341,18,36
2026-02-17 05:56:26.516921,36.626,78,0.465,25,38
2026-02-17 05:56:31.516921,36.589,74,0.224,13,32
2026-02-17 05:56:36.516921,36.59,75,0.217,16,37
2026-02-17 05:56:41.516921,36.573,74,0.158,23,32
2026-02-17 05:56:46.516921,36.539,75,0.262,19,33
2026-02-17 05:56:51.516921,36.552,73,0.267,11,14
2026-02-17 05:56:56.516921,36.532,73,0.0,37,10
2026-02-17 05:57:01.516921,36.573,74,0.038,24,11
2026-02-17 05:57:06.516921,36.59,72,0.191,37,14
2026-02-17 05:57:11.516921,36.596,71,0.0,32,16
2026-02-17 05:57:16.516921,36.607,80,0.372,24,26
2026-02-17 05:57:21.516921,36.6,73,0.286,26,37
2026-02-17 05:57:26.516921,36.581,72,0.315,34,31
2026-02-17 05:57:31.516921,36.58,74,0.211,32,21
2026-02-17 05:57:36.516921,36.551,74,0.158,16,27
2026-02-17 05:57:41.516921,36.556,74,0.278,39,19
2026-02-17 05:57:46.516921,36.507,72,0.156,30,10
2026-02-17 05:57:51.516921,36.531,74,0.258,19,16
2026-02-17 05:57:56.516921,36.514,66,0.0,31,21
2026-02-17 05:58:01.516921,36.521,72,0.092,32,29
2026-02-17 05:58:06.516921,36.542,79,0.636,14,29
2026-02-17 05:58:11.516921,36.549,78,0.327,31,18
2026-02-17 05:58:16.516921,36.532,74,0.2,17,16
2026-02-17 05:58:21.516921,36.516,68,0.087,36,26
2026-02-17 05:58:26.516921,36.519,72,0.277,11,20
2026-02-17 05:58:31.516921,36.492,72,0.212,23,35
2026-02-17 05:58:36.516921,36.538,78,0.548,58,69
2026-02-17 05:58:41.516921,36.505,74,0.175,23,13
2026-02-17 05:58:46.516921,36.504,75,0.222,25,35
2026-02-17 05:58:51.516921,36.488,71,0.143,17,36
2026-02-17 05:58:56.516921,36.484,72,0.086,58,41
2026-02-17 05:59:01.516921,36.498,72,0.205,64,45
2026-02-17 05:59:06.516921,36.531,72,0.225,52,41
2026-02-17 05:59:11.516921,36.511,72,0.133,10,26
2026-02-17 05:59:16.516921,36.478,75,0.141,16,17
2026-02-17 05:59:21.516921,36.508,77,0.183,55,46
2026-02-17 05:59:26.516921,36.486,74,0.222,16,19
2026-02-17 05:59:31.516921,36.478,75,0.267,78,59
2026-02-17 05:59:36.516921,36.537,72,0.392,62,59
2026-02-17 05:59:41.516921,36.523,77,0.509,22,18
2026-02-17 05:59:46.516921,36.528,74,0.287,10,39
2026-02-17 05:59:51.516921,36.526,74,0.281,33,21
2026-02-17 05:59:56.516921,36.51,73,0.273,13,27
2026-02-17 06:00:01.516921,36.507,72,0.038,28,32
2026-02-17 06:00:06.516921,36.511,73,0.073,12,27
2026-02-17 06:00:11.516921,36.507,69,0.243,21,22
2026-02-17 06:00:16.516921,36.476,72,0.349,12,15
2026-02-17 06:00:21.516921,36.526,73,0.197,79,54
2026-02-17 06:00:26.516921,36.525,71,0.324,38,22
2026-02-17 06:00:31.516921,36.486,76,0.313,31,26
2026-02-17 06:00:36.516921,36.527,74,0.4,61,47
2026-02-17 06:00:41.516921,36.516,73,0.237,18,33
2026-02-17 06:00:46.516921,36.532,69,0.0,19,20
2026-02-17 06:00:51.516921,36.561,76,0.264,39,24
2026-02-17 06:00:56.516921,36.516,72,0.186,34,25
2026-02-17 06:01:01.516921,36.523,73,0.094,15,37
2026-02-17 06:01:06.516921,36.51,72,0.203,21,17
2026-02-17 06:01:11.516921,36.454,72,0.162,14,13
2026-02-17 06:01:16.516921,36.495,71,0.083,58,42
2026-02-17 06:01:21.516921,36.535,74,0.254,70,49
2026-02-17 06:01:26.516921,36.519,78,0.273,21,13
2026-02-17 06:01:31.516921,36.482,74,0.266,11,17
2026-02-17 06:01:36.516921,36.511,71,0.195,60,60
2026-02-17 06:01:41.516921,36.529,70,0.14,36,39
2026-02-17 06:01:46.516921,36.509,74,0.075,33,14
2026-02-17 06:01:51.516921,36.503,69,0.186,15,19
2026-02-17 06:01:56.516921,36.515,74,0.347,35,26
2026-02-17 06:02:01.516921,36.506,69,0.215,33,26
2026-02-17 06:02:06.516921,36.49,73,0.297,15,25
2026-02-17 06:02:11.516921,36.511,79,0.656,65,59
2026-02-17 06:02:16.516921,36.475,71,0.076,37,21
2026-02-17 06:02:21.516921,36.52,79,0.411,60,66
2026-02-17 06:02:26.516921,36.525,73,0.09,20,39
2026-02-17 06:02:31.516921,36.506,72,0.049,23,23
